,service,qnt,cnt
932,Prime,Marilyn Ness,2
931,Netflix,Hugues Nancy,2
930,Netflix,Husam El-Gohari,2
929,Netflix,Hussein Kamal,2
928,Netflix,Ian Cheney,2
927,Netflix,Ian Edelman,2
926,Prime,David Dhawan,2
925,Netflix,Ian MacNaughton,2
924,Netflix,Ibrahim Bin Mohamed,2
941,Netflix,Hiromasa Yonebayashi,2
943,Prime,Mark Atkins,2
962,Netflix,Jacob Joice,2
944,Prime,Marc Caro,2
961,Netflix,Jacob Kornbluth,2
960,Prime,Malcolm St. Clair,2
959,Prime,Malcolm Mowbray,2
958,Prime,Mahiro Maeda,2
957,Netflix,Tigmanshu Dhulia,2
956,Prime,Mahesh Narayan,2
955,Netflix,Tig Notaro,2
954,Prime,David Jackson,2
953,Netflix,James Bobin,2
952,Prime,Maggie Greenwald,2
951,Netflix,James Mangold,2
950,Netflix,James McTeigue,2
949,Netflix,James Ponsoldt,2
948,Netflix,James Toback,2
947,Netflix,Timothy Woodward Jr.,2
946,Netflix,Herman Yau,2
945,Prime,David Grubin,2
1176,Prime,R. Sundarrajan,2
853,Prime,Michael A. Bloom,2
1178,Netflix,Chris Bould,2
1401,Netflix,Mana Yasuda,2
1409,Prime,John Flynn,2
1408,Prime,Edwin L. Marin,2
1407,Netflix,Sean Penn,2
1406,Netflix,Mahsun Kırmızıgül,2
1405,Prime,Elena Altman,2
1404,Netflix,Makarand Mane,2
1403,Netflix,Malcolm D. Lee,2
1402,Netflix,Malik Nejer,2
1400,Netflix,Sean Cisterna,2
1390,Netflix,Marcelo Galvão,2
1399,Netflix,Manish Jha,2
1398,Prime,John Barnwell,2
1397,Prime,Jeremy Kagan,2
1396,Prime,Elia K. Schneider,2
1395,Prime,Johannes Roberts,2
1394,Netflix,Mar Targarona,2
1393,Prime,Elijah Moshinsky,2
1392,Netflix,Scott Moran,2
1410,Prime,Edward Zwick,2
1411,Prime,John Fortenberry,2
1412,Prime,Jodie Foster,2
1413,Prime,Elliot Weaver,2
1430,Netflix,Santosh Sivan,2
1429,Netflix,Martin Gorst,2
1428,Netflix,Sanjay Jadhav,2
1427,Netflix,Mary Harron,2
1426,Netflix,Maryo J. De los Reyes,2
1425,Prime,Enrique Gato,2
1424,Netflix,Masaaki Yuasa,2
1423,Netflix,Sangeeth Sivan,2
1422,Netflix,Masaru Matsumoto,2
1421,Netflix,Sang-ho Yeon,2
1420,Netflix,Mateo Gil,2
1419,Prime,Jerry Lewis,2
1418,Netflix,Sameer Vidwans,2
1417,Netflix,Matt Kugelman,2
1416,Prime,Jeremy Norrie,2
1415,Netflix,Satyajit Bhatkal,2
1414,Prime,Jing Wong,2
1391,Prime,Joel Schumacher,2
1389,Prime,Joel Coen,2
1347,Netflix,Ruben Fleischer,2
1358,Netflix,Mohamed Diab,2
1366,Netflix,Ruel S. Bayani,2
1365,Prime,Jason Campbell,2
1364,Prime,Jason Bourque,2
1363,Netflix,Sachin,2
1362,Netflix,Rudy Soedjarwo,2
1361,Netflix,Mikhil Musale,2
1360,Netflix,Mitch Schauer,2
1359,Prime,Felix O. Adlon,2
1357,Prime,Fernando Ayllón,2
1388,Prime,Joe Talbot,2
1356,Netflix,Ross Kauffman,2
1355,Netflix,Mohit Suri,2
1354,Prime,James W. Horne,2
1353,Netflix,Ross Boyask,2
1352,Prime,James Vasanthan,2
1351,Netflix,Ronna Gradus,2
1350,Prime,James Toback,2
1349,Netflix,Morgan Spurlock,2
1367,Netflix,Rusty Cundieff,2
1368,Netflix,Ryan Coogler,2
1369,Netflix,Ryan Murphy,2
1370,Netflix,S.S. Wilson,2
1387,Netflix,Scott Moore,2
1386,Netflix,Scott L. Montoya,2
1385,Netflix,Scott Hicks,2
1384,Prime,Elizabeth Rohrbaugh,2
1383,Netflix,Scott Aukerman,2
1382,Netflix,Mariano Cohn,2
1381,Prime,John Adams,2
1380,Prime,Jeremy Haft,2
1379,Netflix,Matthew Vaughn,2
1378,Netflix,Sam Wrench,2
1377,Prime,Javier Jiménez Vaquerizo,2
1376,Netflix,Michael Winterbottom,2
1375,Prime,Eurika Pratts,2
1374,Netflix,Miguel Arteta,2
1373,Netflix,Miguel Cohan,2
1372,Netflix,Mike Binder,2
1371,Netflix,Mike Birbiglia,2
1431,Netflix,Sara Colangelo,2
1432,Prime,Jim Fall,2
1433,Prime,Jim Gardner,2
1486,Netflix,RZA,2
1494,Netflix,Randal Kleiser,2
1493,Netflix,Ramsey Nouah,2
1492,Prime,Greg McLean,2
1491,Prime,Graham Theakston,2
1490,Netflix,Punit Malhotra,2
1489,Netflix,Rajat Kapoor,2
1488,Netflix,R. Ellis Frazier,2
1487,Prime,Gordon Parks Jr.,2
1485,Netflix,Rachel Grady,2
1434,Netflix,Sarah Adina Smith,2
1484,Prime,Gokul,2
1483,Netflix,Raditya Dika,2
1482,Netflix,Randall Lobb,2
1481,Netflix,Mysskin,2
1480,Prime,Geoff Reisner,2
1479,Prime,Harmesh Malhotra,2
1478,Prime,Gallagher,2
1477,Netflix,Richard LaGravenese,2
1495,Netflix,Pierre Morel,2
1496,Prime,Greydon Clark,2
1497,Netflix,Philipp Stölzl,2
1498,Prime,Hari,2
1515,Netflix,Richard Rich,2
1514,Prime,Howard Hall Productions,2
1179,Prime,Bruno Mattei,2
1513,Prime,Howard Davies,2
1512,Netflix,Peter Hutchings,2
1511,Netflix,Reema Kagti,2
1510,Netflix,Rebecca Zlotowski,2
1509,Netflix,Peter Lepeniotis,2
1508,Netflix,Peter Orton,2
1506,Prime,George Hickenlooper,2
1505,Netflix,Peter Sullivan,2
1504,Prime,Hal Ashby,2
1503,Prime,George P. Breakston,2
1502,Netflix,Rashida Jones,2
1501,Prime,Hakan Sahin,2
1500,Prime,H. Bruce Humberstone,2
1499,Netflix,Phil Weinstein,2
1476,Prime,Gary Lundgren,2
1475,Netflix,Parambrata Chatterjee,2
1474,Netflix,Park Hoon-jung,2
1453,Prime,Gene Saks,2
1451,Prime,Harold Schuster,2
1450,Netflix,Pete Travis,2
1449,Netflix,Peter Berg,2
1448,Netflix,Patryk Vega,2
1447,Netflix,James Yukich,2
1446,Prime,James Kent,2
1445,Netflix,Muharrem Gülmez,2
1444,Netflix,Mark Osborne,2
1443,Netflix,Mark Palansky,2
1442,Prime,Jim Jarmusch,2
1441,Netflix,Satish Kaushik,2
1440,Netflix,Sarjun,2
1439,Netflix,Saratswadee Wongsomphet,2
1438,Netflix,Sarah Gavron,2
1437,Netflix,Mark Steven Johnson,2
1436,Netflix,Mark Thornton,2
1435,Netflix,Mark Tonderai,2
1452,Prime,Harry Horner,2
1454,Netflix,Renzil D'Silva,2
1473,Netflix,Richard Bailey,2
1455,Netflix,Paul Verhoeven,2
1472,Netflix,Parkpoom Wongpoom,2
1471,Prime,Gary Yates,2
1470,Netflix,Pascal Amanfo,2
1469,Prime,Gautham Menon,2
1468,Prime,Herbert Kline,2
1467,Netflix,Patricia Font,2
1466,Netflix,Patricia Rozema,2
1465,Netflix,Patrick Brice,2
1464,Netflix,Peter Chelsom,2
1463,Prime,Henry King,2
1462,Netflix,Paul Andrew Williams,2
1461,Netflix,Rian Johnson,2
1460,Netflix,Rhys Thomas,2
1459,Netflix,Paul Haggis,2
1458,Netflix,Paul Solet,2
1457,Netflix,Paul Soriano,2
1456,Prime,Gavin Millar,2
1348,Prime,James Mark,2
1507,Prime,George Gallo,2
1346,Netflix,Mukul Anand,2
1231,Netflix,Zoe Berriatúa,2
1239,Prime,Myriam Ballesteros,2
1238,Netflix,Dharmesh Darshan,2
1237,Netflix,Álex de la Iglesia,2
1236,Prime,Mrinal Sen,2
1235,Netflix,Àlex Pastor,2
1234,Prime,Morgan Spurlock,2
1233,Netflix,Dimitri Logothetis,2
1232,Netflix,Dino Risi,2
1230,Netflix,Ziad Doueiri,2
1262,Prime,Aleksey Sidorov,2
1229,Prime,Christy Cabanne,2
1228,Netflix,Dominic Sena,2
1227,Netflix,Don Bluth,2
1226,Prime,Monte Hellman,2
1225,Netflix,Zak Hilditch,2
1224,Netflix,Zack Snyder,2
1223,Netflix,Yoshiyuki Momose,2
1222,Netflix,Yorgos Lanthimos,2
1240,Netflix,James Wong,2
1241,Prime,20th_century_fox,2
1242,Netflix,Derek Cianfrance,2
1243,Prime,Nag Ashwin,2
1260,Netflix,Ciarán Foy,2
1259,Netflix,Claire Scanlon,2
1258,Prime,P. J. Pesce,2
1257,Netflix,Clark Johnson,2
1256,Prime,Chandra Sekhar Yeleti,2
1255,Prime,Alan Scales,2
1254,Prime,Otto Preminger,2
1253,Prime,Otto Brower,2
1252,Prime,Omung Kumar,2
1251,Netflix,Colin Trevorrow,2
1250,Prime,Omar Iyer,2
1249,Netflix,Corey Yuen,2
1248,Prime,Olivia Cappuccini,2
1247,Netflix,Courtney Hunt,2
1246,Prime,Nigel Bach,2
1245,Netflix,Daniel Stamm,2
1244,Prime,Adrian Konstant,2
1221,Prime,Mitja Okorn,2
1220,Netflix,Duncan Jones,2
1219,Prime,Clive Barker,2
1198,Netflix,David Fairhead,2
1196,Prime,Burt Brinckerhoff,2
1195,Prime,Nicholas Ray,2
1194,Netflix,David Gordon Green,2
1193,Prime,Aaron Norris,2
1192,Prime,Nelson Venkatesan,2
1191,Prime,Nelson McCormick,2
1190,Netflix,David M. Rosenthal,2
1189,Prime,Christian Duguay,2
1188,Netflix,David O. Russell,2
1187,Netflix,David Pablos,2
1186,Netflix,David Pastor,2
1184,Prime,A. V. Meiyappan,2
1183,Netflix,David Sington,2
1180,Prime,Aaron Seltzer,2
1345,Prime,Jay Craven,2
1181,Prime,A. Edward Sutherland,2
1182,Netflix,Davis Guggenheim,2
1197,Prime,Abu Nizam,2
1199,Netflix,David E. Talbert,2
1218,Netflix,Eduardo Chauvet,2
1200,Netflix,David Dobkin,2
1217,Netflix,Eduardo Roy Jr.,2
1216,Netflix,Edwin,2
1215,Netflix,Ekene Som Mekwunye,2
1214,Netflix,Dennie Gordon,2
1213,Netflix,Demetri Martin,2
1212,Netflix,Delhiprasad Deenadayalan,2
1211,Netflix,Dee Rees,2
1210,Netflix,Danny Boyle,2
1209,Prime,Adrian Grunberg,2
1208,Netflix,Darren Lynn Bousman,2
1207,Netflix,Dave Higby,2
1206,Prime,Nick Nanton,2
1205,Prime,Chris Bell,2
1204,Prime,Chris Bould,2
1203,Prime,Chris Bucher,2
1202,Prime,Adam Green,2
1201,Prime,Chris Fisher,2
1261,Prime,Albert Pyun,2
1185,Netflix,David Paul Meyer,2
1263,Netflix,Christopher Smith,2
1315,Netflix,Saket Chaudhary,2
1323,Netflix,Michael Goguen,2
1322,Prime,Jean Stewart,2
1321,Netflix,Michael J. Bassett,2
1320,Prime,Jean Aspen,2
1319,Prime,Jayson Thiessen,2
1318,Netflix,Sam Dunn,2
1317,Netflix,Salvador Calvo,2
1316,Netflix,Michael Patrick King,2
1314,Prime,Jay Lee,2
1304,Netflix,Dallas Jackson,2
1313,Netflix,Sam Mendes,2
1312,Prime,M.D. Sridhar,2
1311,Netflix,Jehane Noujaim,2
1310,Netflix,Thomas Sieben,2
1309,Prime,Charles Binamé,2
1308,Netflix,Cristi Puiu,2
1307,Prime,Charles Burnett,2
1306,Prime,Nupur Asthana,2
1324,Netflix,Sam Hobkinson,2
1325,Netflix,Michael Fimognari,2
1326,Prime,Jean chambre,2
1327,Netflix,Michael Drumm,2
1343,Prime,Jeffrey Schwarz,2
1264,Prime,Castille Landon,2
1341,Prime,Jeff Garcia,2
1340,Netflix,Meltem Bozoflu,2
1342,Prime,Eric Weston,2
1344,Prime,Ethan Coen,2
1338,Prime,Jeethu Joseph,2
1337,Prime,Jean-Pierre Jeunet,2
1336,Netflix,Sam Taplin,2
1335,Netflix,Sam Raimi,2
1334,Netflix,Michael Cuesta,2
1333,Prime,Jean-Jacques Annaud,2
1332,Prime,Erik Bloomquist,2
1331,Netflix,Michael D. Black,2
1330,Netflix,Michael Damian,2
1329,Netflix,Michael Showalter,2
1328,Prime,Jean-Claude LaMarre,2
1305,Prime,Alain Gsponer,2
1339,Netflix,Mez Tharatorn,2
1303,Prime,Norman Taurog,2
1284,Netflix,Daniel Kontur,2
1282,Netflix,Daniel Mann,2
1281,Prime,Adrian Picardi,2
1280,Prime,Oliver Parker,2
1279,Netflix,Daniel Oriahi,2
1278,Prime,Alan Mak,2
1277,Prime,Oliver Stone,2
1276,Netflix,Chris Renaud,2
1275,Netflix,Chris Robinson,2
1274,Netflix,Chris Sivertson,2
1273,Prime,Alfred Santell,2
1272,Prime,Panna Rittikrai,2
1271,Prime,Pandiraj,2
1270,Prime,Pablo Behrens,2
1269,Netflix,Christopher Guest,2
1267,Prime,Alfred Hitchcock,2
1302,Netflix,Damien O’Connor,2
1265,Prime,PAWAN SHARMA,2
1283,Netflix,Daniel Lindsay,2
1268,Prime,Alfred Robbins,2
1285,Prime,Charlie Vaughn,2
1293,Prime,Nitin Kakkar,2
1301,Netflix,Damián Romay,2
1300,Prime,Norman Jewison,2
1299,Netflix,Dan Forrer,2
1298,Prime,Norma Bailey,2
1297,Netflix,Dan Gilroy,2
1296,Prime,Charles Marquis Warren,2
1295,Prime,Ajay Bahl,2
1294,Prime,Aisling Walsh,2
1266,Prime,Carl Pierson,2
1287,Netflix,Daniel Calparsoro,2
1291,Prime,Nishi Chawla,2
1290,Netflix,Daniel Alfredson,2
1289,Prime,Nisha Ganatra,2
1288,Netflix,Daniel Benmayor,2
1292,Prime,Aidan Belizaire,2
1286,Netflix,Daniel Gray Longino,2
9166,Netflix,Abhinav Shiv Tiwari,1
9160,Hulu,Walt Dohrn,1
9161,Hulu,Wash Westmoreland,1
9162,Hulu,Éric Cazes,1
9163,Netflix,A. Raajdheep,1
9164,Netflix,A. Salaam,1
9165,Netflix,Adam Alleca,1
9141,Hulu,Werner Herzog,1
9167,Netflix,Abhishek Saxena,1
9168,Netflix,Abhishek Varman,1
9159,Hulu,Wally Pfister,1
9170,Netflix,Abosi Ogba,1
9171,Netflix,Abu Bakr Shawky,1
9172,Netflix,Achille Brice,1
9173,Netflix,Aco Tenriyagelli,1
9174,Netflix,Adam B. Stein,1
9169,Netflix,Abir Sengupta,1
9156,Hulu,Vincent D'Onofrio,1
9158,Hulu,Wallace Worsley,1
9148,Hulu,Tyler MacIntyre,1
9175,Netflix,Abhijeet Deshpande,1
9142,Hulu,Wendy Jo Carlton,1
9143,Hulu,Victor Danell,1
9144,Hulu,Trent Haaga,1
9145,Hulu,Trevor Hardy,1
9146,Hulu,Trevor White,1
9147,Hulu,Trish Dolman,1
9140,Hulu,Wes Anderson,1
9157,Hulu,Viridiana Lieberman,1
9149,Hulu,Tyler Nilson,1
9139,Hulu,Zackary Adler,1
9151,Hulu,V.W. Scheich,1
9152,Hulu,Victor Quinaz,1
9153,Hulu,Wayne Blair,1
9154,Hulu,Vikram Gandhi,1
9155,Hulu,Viktor Kosakovskiy,1
9150,Hulu,Ursula Macfarlane,1
9194,Netflix,Aaron Lieber,1
9176,Netflix,Adam Bhala Lough,1
9177,Netflix,Adam Bolt,1
9199,Netflix,Abbas Mustan,1
9200,Netflix,Abbas Tyrewala,1
9201,Netflix,Abby Epstein,1
9202,Netflix,Abdellatif Kechiche,1
9203,Netflix,Abdul Aziz Hashad,1
9204,Netflix,Abdulaziz Alshlahei,1
9205,Netflix,Abdullah Al Noor,1
9206,Hulu,Travis Cluff,1
9207,Hulu,Tony Scott,1
9208,Hulu,Tony Randel,1
9209,Hulu,Shelagh McLeod,1
9210,Hulu,Sebastián Silva,1
9211,Hulu,Seth Larney,1
9212,Hulu,Severin Fiala,1
9213,Hulu,Shane Black,1
9214,Hulu,Shannon Murphy,1
9215,Hulu,Shawn Ku,1
9198,Netflix,Aatmaram Dharne,1
9197,Netflix,Abel Ferrara,1
9196,Netflix,Aaron Woolf,1
9185,Netflix,Abhay Chopra,1
9178,Netflix,Adam Collins,1
9179,Netflix,Adam Darke,1
9180,Netflix,Adam Davis,1
9181,Netflix,Adam Del Giudice,1
9182,Netflix,Adam Deyoe,1
9183,Netflix,Adam Dubin,1
9184,Netflix,Abhijit Kokate,1
9186,Netflix,Aadish Keluskar,1
9195,Netflix,Aaron Nee,1
9187,Netflix,Aaron Woodley,1
9188,Netflix,Aamir Bashir,1
9189,Netflix,Aamir Khan,1
9190,Netflix,Aanand Rai,1
9191,Netflix,Aaron Burns,1
9192,Netflix,Aaron Hancox,1
9193,Netflix,Aaron Hann,1
9138,Hulu,Yuval Adler,1
9098,Disney,Kevin Hooks,1
9137,Hulu,Yen Tan,1
9075,Disney,Marc Lawrence,1
9077,Disney,Lena Khan,1
9078,Disney,Leo Matsuda,1
9079,Disney,Leonard Nimoy,1
9080,Disney,Les Mayfield,1
9081,Disney,Leslie Iwerks,1
9082,Disney,Lev Spiro,1
9083,Disney,Lewis Foster,1
9084,Disney,Liliana Olszewski,1
9085,Disney,Louis Gonzales,1
9086,Disney,Leander Ward,1
9087,Disney,Lu Chuan,1
9088,Disney,Luc Marescot,1
9089,Disney,Lynne Southerland,1
9090,Disney,Madeline Sharafian,1
9091,Disney,Maggie Greenwald,1
9092,Disney,Manjari Makijany,1
9093,Disney,Manny Coto,1
9076,Disney,Liz Garbus,1
9074,Disney,Kathleen Marshall,1
9136,Hulu,Yann Demange,1
9073,Disney,Karen Disher,1
9057,Disney,Jenny Kubo,1
9058,Disney,Jeremiah Chechik,1
9059,Disney,Jeremy Kagan,1
9217,Hulu,Shawn Linden,1
9060,Disney,Jeremy Turner,1
9061,Disney,Jess Tombs,1
9062,Disney,Jessica Mendez Siqeiros,1
9063,Disney,Jim Aikman,1
9064,Disney,Joe Cornish,1
9065,Disney,Jim Capobianco,1
9066,Disney,Jim Fall,1
9067,Disney,Jim Greayer,1
9068,Disney,Jim Henson,1
9069,Disney,Jim Wheat,1
9070,Disney,Jimmy Chin,1
9071,Disney,Jimmy Hayward,1
9072,Disney,Joe Camp,1
9094,Disney,Marc Forster,1
9095,Disney,Leanne Dare,1
9096,Disney,LeVar Burton,1
9097,Disney,Kelly Asbury,1
9119,Hulu,Gus Holwerda,1
9120,Hulu,Russ Parr,1
9121,Hulu,Wes Ball,1
9122,Hulu,Wes Craven,1
9123,Hulu,Wes Miller,1
9124,Hulu,Will Pyle,1
9125,Hulu,Will Thorne,1
9126,Hulu,Will Wernick,1
9127,Hulu,Willard Huyck,1
9128,Hulu,William Butler,1
9129,Hulu,William F. Claxton,1
9130,Hulu,William Friedkin,1
9131,Hulu,William Teitler,1
9132,Hulu,Wolfgang Petersen,1
9133,Hulu,Wyatt Rockefeller,1
9134,Hulu,Xavier Dolan,1
9135,Hulu,Yaniv Raz,1
9118,Hulu,Guillermo del Toro,1
9117,Hulu,Gregory Read,1
9116,Disney,Lasse Hallström,1
9106,Disney,Kevin Burns,1
9099,Disney,Kelsey Mann,1
9100,Disney,Ken Cameron,1
9101,Disney,Ken Corben,1
9102,Disney,Ken Olin,1
9103,Disney,Ken Wheat,1
9104,Disney,Kenny Scott,1
9105,Disney,Kevin Bachar,1
9107,Disney,Kevin Nolting,1
9115,Disney,Larry Shaw,1
9108,Disney,Lauren MacMullan,1
9109,Disney,Kimberly Woodard,1
9110,Disney,Kirk R. Thatcher,1
9111,Disney,Kirk Thatcher,1
9112,Disney,Kristen Lester,1
9113,Disney,Kurt Mattila,1
9114,Disney,Larry Lansburgh,1
9216,Hulu,Shawn Levy,1
9298,Netflix,Alfons Adetuyi,1
9218,Hulu,Simon Verhoeven,1
9341,Netflix,Amit Roy,1
9323,Netflix,Alex Gibney,1
9324,Netflix,Alex Holmes,1
9325,Netflix,Alex Infascelli,1
9326,Netflix,Alex Israel,1
9327,Netflix,Alex Law,1
9328,Netflix,Alex Ranarivelo,1
9329,Netflix,Alexandre Reinecke,1
9330,Netflix,Alex Richanbach,1
9331,Netflix,Alex Smith,1
9332,Netflix,Alex Stapleton,1
9333,Netflix,Alex Winter,1
9334,Netflix,Alexander Smith,1
9335,Netflix,Alexandra Dean,1
9336,Netflix,Alexandre Espigares,1
9337,Netflix,Alexandre Heboyan,1
9338,Netflix,Alik Sakharov,1
9339,Netflix,Alison E. Rose,1
9322,Netflix,Alex Garland,1
9321,Netflix,Alex Coletti,1
9320,Netflix,Alex Burunova,1
9310,Netflix,Alice Filippi,1
9303,Netflix,Alfred Gimeno,1
9304,Netflix,Ali Bin Matar,1
9305,Netflix,Ali Kalthami,1
9306,Netflix,Ali Scher,1
9307,Netflix,Alexis Almström,1
9308,Netflix,Ali Tabrizi,1
9309,Netflix,Ali Yorgancıoğlu,1
9311,Netflix,Alice Mathias,1
9319,Netflix,Alex Parkinson,1
9312,Netflix,Alice Rohrwacher,1
9313,Netflix,Alice Waddington,1
9314,Netflix,Alice Wu,1
9315,Netflix,Alicky Sussman,1
9316,Netflix,Alexx Media,1
9317,Netflix,Alexandros Avranas,1
9318,Netflix,Alina Teodorescu,1
9340,Netflix,Alethea Jones,1
9342,Netflix,Amarjit Virdi,1
9301,Netflix,Alfonso Rodríguez,1
9343,Netflix,Amarpreet G S Chabbra,1
9364,Netflix,Alka Amarkant Dubey,1
9365,Netflix,Allan Jacobsen,1
9366,Netflix,Allan Ungar,1
9367,Netflix,Allen Coulter,1
9368,Netflix,Allen Hughes,1
9369,Netflix,Ally Pankiw,1
9370,Netflix,Alma Har'el,1
9371,Netflix,Almudena Carracedo,1
9372,Netflix,Alo Sarkar,1
9373,Netflix,Amar Gupte,1
9374,Netflix,Alphonso J. Wesson,1
9375,Netflix,Alê Abreu,1
9376,Netflix,Amaan Khan,1
9377,Netflix,Amal Neerad,1
9055,Disney,Jeff Gordon,1
9378,Netflix,Amalie Næsby Fick,1
9379,Netflix,Amanda Micheli,1
9363,Netflix,Almunsif Alsuwaisi,1
9362,Netflix,Alison MacLean,1
9361,Netflix,Amar Kaushik,1
9351,Netflix,Amara Cash,1
9344,Netflix,Amber Tamblyn,1
9345,Netflix,Amin Dora,1
9346,Netflix,Amir Galvan Cervera,1
9347,Netflix,Amir Mohiuddin,1
9348,Netflix,Amit Barot,1
9349,Netflix,Amit Rai,1
9350,Netflix,Amit Saxena,1
9352,Netflix,Amitabha Singh,1
9360,Netflix,Amardeep Singh Gill,1
9353,Netflix,Amitava Bhattacharya,1
9354,Netflix,Amman Abbasi,1
9355,Netflix,Amol Palekar,1
9356,Netflix,Amr Salama,1
9357,Netflix,Amro Salah,1
9358,Netflix,Amshan Kumar,1
9359,Netflix,Amy Rice,1
9302,Netflix,Alfonso Serrano Maturino,1
9300,Netflix,Alfonso Cortés-Cavanillas,1
9219,Hulu,Sebastian Montes,1
9258,Hulu,Tina Gordon,1
9240,Hulu,Sarah Rotella,1
9241,Hulu,Sean Ellis,1
9242,Hulu,Saul Bass,1
9243,Hulu,Scott Barber,1
9244,Hulu,Scott Cooper,1
9245,Hulu,Scott Gabriel,1
9246,Hulu,Scott Heming,1
9247,Hulu,Scott Stewart,1
9248,Hulu,Scott Windhauser,1
9249,Hulu,Scott Wiper,1
9250,Hulu,Stephen Judson,1
9251,Hulu,Stephen Surjik,1
9252,Hulu,Toni Myers,1
9253,Hulu,Todd Robinson,1
9254,Hulu,Tim O'Donnell,1
9255,Hulu,Tim Sutton,1
9256,Hulu,Tim Wardle,1
9239,Hulu,Sandra Sciberras,1
9238,Hulu,Samantha Buck,1
9237,Hulu,Sam Pollard,1
9227,Hulu,Stephen Johnson,1
9220,Hulu,Simon Wells,1
9221,Hulu,Simon West,1
9222,Hulu,Simon Wincer,1
9223,Hulu,Stanley Nelson,1
9224,Hulu,Stanley Tong,1
9225,Hulu,Stella Meghie,1
9226,Hulu,Stephen Burke,1
9228,Hulu,Sebastián Lelio,1
9236,Hulu,Sam Pillsbury,1
9229,Hulu,Sean McNamara,1
9230,Hulu,Stephen S. Campanelli,1
9231,Hulu,Santosh Mishra,1
9232,Hulu,Ryan White,1
9233,Hulu,Ryûhei Kitamura,1
9234,Hulu,Sabyn Mayfield,1
9235,Hulu,Sam Levinson,1
9257,Hulu,Timothy Greenfield-Sanders,1
9259,Hulu,Todd Douglas Miller,1
9299,Netflix,Alfonso Arau,1
9260,Hulu,Todd Lincoln,1
9281,Hulu,Stuart Baird,1
9282,Hulu,Suranga de Alwis,1
9283,Hulu,Susan Glatzer,1
9284,Hulu,Taika Waititi,1
9285,Hulu,Thomas Hennessy,1
9286,Hulu,Tanya Wexler,1
9287,Hulu,Tarsem Singh,1
9288,Hulu,Taylor Chien,1
9289,Hulu,Terence Fisher,1
9290,Hulu,Terence Young,1
9291,Hulu,Terrence Malick,1
9292,Hulu,Terry Gilliam,1
9293,Hulu,Thom Zimny,1
9294,Netflix,Adam Egypt Mortimer,1
9295,Netflix,Adam Larson Broder,1
9296,Netflix,Adam Leon,1
9297,Netflix,Ali Samadi Ahadi,1
9280,Hulu,Steven R. Monroe,1
9279,Hulu,Steven Cantor,1
9278,Hulu,Steve McQueen,1
9268,Hulu,Tom Ratcliffe,1
9261,Hulu,Todd Louiso,1
9262,Hulu,Todd Strauss-Schulson,1
9263,Hulu,Tiller Russell,1
9264,Hulu,Tom Brady,1
9265,Hulu,Tom DeNucci,1
9266,Hulu,Tom Forrest,1
9267,Hulu,Tom Harper,1
9269,Hulu,Tom Tykwer,1
9277,Hulu,Steve Jones,1
9270,Hulu,Tommy Wirkola,1
9271,Hulu,Tomohiko Itô,1
9272,Hulu,Tim Miller,1
9273,Hulu,Thor Freudenthal,1
9274,Hulu,Stephen T. Maing,1
9275,Hulu,Susanna Nicchiarelli,1
9276,Hulu,Steve Carr,1
9056,Disney,Jeffrey Sherman,1
8888,Disney,Anthony Hemingway,1
9054,Disney,Jim Abrahams,1
8849,Disney,Hasraf Dulull,1
8831,Disney,Jack Donohue,1
8832,Disney,Irvin Kershner,1
8833,Disney,Gary Chapman,1
8834,Disney,Gregory Sherman,1
8835,Disney,Gary Katona,1
8836,Disney,Gavin Hood,1
8837,Disney,Gavin O'Connor,1
8838,Disney,Gene Kelly,1
8839,Disney,Geoff Luck,1
8840,Disney,George Butler,1
8841,Disney,George Scribner,1
8842,Disney,Glenn Weiss,1
8843,Disney,Gurinder Chadha,1
8844,Disney,Hoyt Yeatman IV,1
8845,Disney,Guy Ritchie,1
8846,Disney,Ham Luske,1
8847,Disney,Hao Zheng,1
8830,Disney,Jay Karas,1
8829,Disney,Jay Hatcher,1
8828,Disney,Jaume Collet-Serra,1
8818,Disney,James Frawley,1
8811,Disney,Gareth Edwards,1
8812,Disney,James Lapine,1
8813,Disney,Jack Speirs,1
8814,Disney,Jacob Cobi Benattia,1
8815,Disney,Jacques Cluzaud,1
8816,Disney,Jacques Perrin,1
8817,Disney,James Buchanan,1
8819,Disney,James Gartner,1
8827,Disney,Jason Sterman,1
8820,Disney,James Hayman,1
8821,Disney,James Murphy,1
8822,Disney,Jack Cutting,1
8823,Disney,James Orr,1
8824,Disney,Jamie Mitchell,1
8825,Disney,Jan Pinkava,1
8826,Disney,Janet Tobias,1
8848,Disney,Harald Pokieser,1
8850,Disney,Henry Levin,1
8891,Disney,Andy Knight,1
8851,Disney,Hollingsworth Morse,1
8872,Disney,Blair Treu,1
8873,Disney,Boaz Yakin,1
8874,Disney,Bob Hathcock,1
8875,Disney,Ashley Avis,1
8876,Disney,Aphton Corbin,1
8877,Disney,Bob Spiers,1
8878,Disney,Alvy Smith,1
8879,Disney,Adam Stein,1
8880,Disney,Alan Barillaro,1
8881,Disney,Alan Shapiro,1
8882,Disney,Alan Taylor,1
8883,Disney,Alan Zaslove,1
8884,Disney,Alfred Gimeno,1
8885,Disney,Alfred Werker,1
8886,Disney,Allison Liddi-Brown,1
8887,Disney,Andrew Davis,1
8889,Disney,Andrew Jimenez,1
8871,Disney,Bill Speers,1
8870,Disney,Bill Paxton,1
